Gaaden, 2065, 3, 15, AT, 48.05364000, 16.20003000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q669960
Gaal, 2059, 6, 15, AT, 47.27268000, 14.67003000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q669960
Gabersdorf, 2059, 6, 15, AT, 46.77722000, 15.58417000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q669960
Gablitz, 2065, 3, 15, AT, 48.22856000, 16.15437000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665086
Gaflenz, 2058, 4, 15, AT, 47.89511000, 14.72477000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q165892
Gailitz, 2057, 2, 15, AT, 46.56083000, 13.70444000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q165892
Gainfarn, 2065, 3, 15, AT, 47.96280000, 16.19368000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q5517275
Gaißau, 2063, 8, 15, AT, 47.46667000, 9.60000000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q5517275
Gallizien, 2057, 2, 15, AT, 46.55000000, 14.51667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q875799
Gallmannsegg, 2059, 6, 15, AT, 47.18333000, 15.06667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q688057
Gallneukirchen, 2058, 4, 15, AT, 48.35363000, 14.41604000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q671233
Gallspach, 2058, 4, 15, AT, 48.20992000, 13.80981000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q696712
Gallzein, 2064, 7, 15, AT, 47.36807000, 11.77159000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q696712
Galtür, 2064, 7, 15, AT, 46.96667000, 10.18333000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q668195
Gaming, 2065, 3, 15, AT, 47.92900000, 15.08818000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q676290
Gamlitz, 2059, 6, 15, AT, 46.72028000, 15.55333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672576
Gampern, 2058, 4, 15, AT, 47.98877000, 13.55430000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672576
Gams bei Hieflau, 2059, 6, 15, AT, 47.66667000, 14.78333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q690031
Ganz, 2059, 6, 15, AT, 47.60000000, 15.68333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q690031
Garanas, 2059, 6, 15, AT, 46.76667000, 15.11667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q696185
Gars am Kamp, 2065, 3, 15, AT, 48.58899000, 15.65363000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q174400
Garsten, 2058, 4, 15, AT, 48.02240000, 14.40747000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q174400
Gaschurn, 2063, 8, 15, AT, 46.98584000, 10.02702000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q700997
Gasen, 2059, 6, 15, AT, 47.38333000, 15.56667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q528286
Gaspoltshofen, 2058, 4, 15, AT, 48.14324000, 13.73643000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q678970
Gastern, 2065, 3, 15, AT, 48.89446000, 15.22027000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q678970
Gattendorf, 2062, 1, 15, AT, 48.01667000, 16.98333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q678970
Gaubitsch, 2065, 3, 15, AT, 48.65000000, 16.38333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q666299
Gaumberg, 2058, 4, 15, AT, 48.28085000, 14.26935000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q666299
Gaweinstal, 2065, 3, 15, AT, 48.48003000, 16.58790000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q666556
Geboltskirchen, 2058, 4, 15, AT, 48.15338000, 13.63360000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q678704
Gedersdorf, 2065, 3, 15, AT, 48.43319000, 15.68865000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q21879666
Geidorf, 2059, 6, 15, AT, 47.08393000, 15.44400000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q21879666
Geistthal, 2059, 6, 15, AT, 47.16667000, 15.16667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q21879666
Georgenberg, 2061, 5, 15, AT, 47.63333000, 13.15000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q21879666
Geras, 2065, 3, 15, AT, 48.79725000, 15.67268000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q21879666
Gerasdorf bei Wien, 2065, 3, 15, AT, 48.29447000, 16.46765000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664293
Gerersdorf, 2065, 3, 15, AT, 48.20088000, 15.55613000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664293
Gerlos, 2064, 7, 15, AT, 47.22464000, 12.03012000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664293
Gerlosberg, 2064, 7, 15, AT, 47.21667000, 11.93333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664293
Gerolding, 2065, 3, 15, AT, 48.25000000, 15.41667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q5552398
Gersdorf an der Feistritz, 2059, 6, 15, AT, 47.16667000, 15.85000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q689372
Gföhl, 2065, 3, 15, AT, 48.51667000, 15.48333000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q871624
Gießhübl, 2065, 3, 15, AT, 48.09780000, 16.23479000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q669527
Glanegg, 2061, 5, 15, AT, 47.75000000, 13.00000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q669527
Glanegg, 2057, 2, 15, AT, 46.72259000, 14.19893000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665112
Glasenbach, 2061, 5, 15, AT, 47.76667000, 13.08333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665112
Gleinstätten, 2059, 6, 15, AT, 46.75361000, 15.36972000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q689704
Gleisdorf, 2059, 6, 15, AT, 47.10559000, 15.71011000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q643600
Glinzendorf, 2065, 3, 15, AT, 48.24605000, 16.64060000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q643600
Globasnitz, 2057, 2, 15, AT, 46.55694000, 14.70278000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q671487
Gloggnitz, 2065, 3, 15, AT, 47.67487000, 15.93893000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q679328
Glojach, 2059, 6, 15, AT, 46.86667000, 15.66667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q687172
Glödnitz, 2057, 2, 15, AT, 46.87398000, 14.11915000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q696958
Gmunden, 2058, 4, 15, AT, 47.91839000, 13.79933000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q430449
Gmünd, 2057, 2, 15, AT, 46.90722000, 13.52944000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q660580
Gmünd, 2065, 3, 15, AT, 48.76830000, 14.98080000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q660580
Gnadendorf, 2065, 3, 15, AT, 48.61667000, 16.40000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q164988
Gnadenwald, 2064, 7, 15, AT, 47.31667000, 11.56667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q164988
Gnas, 2059, 6, 15, AT, 46.87306000, 15.82528000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q693133
Gneixendorf, 2065, 3, 15, AT, 48.43751000, 15.61810000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q5574207
Gnesau, 2057, 2, 15, AT, 46.77544000, 13.96251000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q155113
Gniebing, 2059, 6, 15, AT, 46.96252000, 15.85645000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q155113
Going, 2064, 7, 15, AT, 47.51332000, 12.33164000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q155113
Goldwörth, 2058, 4, 15, AT, 48.32664000, 14.10112000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q693445
Golling an der Salzach, 2061, 5, 15, AT, 47.60000000, 13.16667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q527800
Gols, 2062, 1, 15, AT, 47.89689000, 16.91113000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q527800
Gosau, 2058, 4, 15, AT, 47.58417000, 13.53447000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q167108
Gosdorf, 2059, 6, 15, AT, 46.72778000, 15.79250000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q680274
Gossendorf, 2059, 6, 15, AT, 46.91076000, 15.93043000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q701193
Grabersdorf, 2059, 6, 15, AT, 46.84306000, 15.82472000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q700195
Grafendorf bei Hartberg, 2059, 6, 15, AT, 47.34028000, 15.99060000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673052
Grafenegg, 2065, 3, 15, AT, 48.43040000, 15.74907000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665801
Grafenschachen, 2062, 1, 15, AT, 47.36667000, 16.06667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665801
Grafenschlag, 2065, 3, 15, AT, 48.50000000, 15.16667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q595241
Grafenstein, 2057, 2, 15, AT, 46.61393000, 14.46719000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q595241
Grafenwörth, 2065, 3, 15, AT, 48.40790000, 15.77826000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q595241
Gralla, 2059, 6, 15, AT, 46.81404000, 15.55510000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q595241
Gramais, 2064, 7, 15, AT, 47.26667000, 10.53333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q595241
Gramastetten, 2058, 4, 15, AT, 48.38028000, 14.19185000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q679153
Gramatneusiedl, 2065, 3, 15, AT, 48.03040000, 16.48936000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q673374
Grambach, 2059, 6, 15, AT, 47.01473000, 15.50407000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q876341
Gratkorn, 2059, 6, 15, AT, 47.13333000, 15.35000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q522963
Gratwein, 2059, 6, 15, AT, 47.11667000, 15.31667000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q691262
Graz, 2059, 6, 15, AT, 47.06667000, 15.45000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q691262
Graz Stadt, 2059, 6, 15, AT, 47.06667000, 15.43333000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q13298
Greifenburg, 2057, 2, 15, AT, 46.75027000, 13.17982000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q692935
Grein, 2058, 4, 15, AT, 48.22862000, 14.85884000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q692935
Greinsfurth, 2065, 3, 15, AT, 48.10846000, 14.84390000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q692935
Greisdorf, 2059, 6, 15, AT, 46.92647000, 15.21906000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689355
Gressenberg, 2059, 6, 15, AT, 46.80000000, 15.11667000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Gresten, 2065, 3, 15, AT, 47.98521000, 15.02552000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Gries, 2057, 2, 15, AT, 46.83160000, 14.85103000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Gries, 2059, 6, 15, AT, 47.06236000, 15.42421000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Gries am Brenner, 2064, 7, 15, AT, 47.03849000, 11.48131000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Gries im Sellrain, 2064, 7, 15, AT, 47.19554000, 11.15619000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q689455
Grieskirchen, 2058, 4, 15, AT, 48.23333000, 13.83333000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q256996
Griffen, 2057, 2, 15, AT, 46.70444000, 14.73278000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q696964
Grimmenstein, 2065, 3, 15, AT, 47.61635000, 16.12724000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q676179
Grins, 2064, 7, 15, AT, 47.14034000, 10.51409000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q684996
Grinzens, 2064, 7, 15, AT, 47.22927000, 11.25318000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q684996
Grossarl, 2061, 5, 15, AT, 47.23333000, 13.20000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q684996
Grossgmain, 2061, 5, 15, AT, 47.72416000, 12.90851000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q251254
Grosshöflein, 2062, 1, 15, AT, 47.83586000, 16.48035000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q251254
Grosspetersdorf, 2062, 1, 15, AT, 47.23895000, 16.31783000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q662731
Grossraming, 2058, 4, 15, AT, 47.88333000, 14.55000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q682248
Grosssulz, 2059, 6, 15, AT, 46.94556000, 15.49028000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q682248
Groß Sankt Florian, 2059, 6, 15, AT, 46.82444000, 15.31861000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q666739
Groß-Engersdorf, 2065, 3, 15, AT, 48.35873000, 16.56610000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q666150
Groß-Enzersdorf, 2065, 3, 15, AT, 48.20278000, 16.55083000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q871555
Groß-Gerungs, 2065, 3, 15, AT, 48.57422000, 14.95789000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q663079
Groß-Schweinbarth, 2065, 3, 15, AT, 48.41472000, 16.63194000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q667723
Groß-Siegharts, 2065, 3, 15, AT, 48.79180000, 15.40429000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q661891
Großdorf, 2063, 8, 15, AT, 47.43361000, 9.91528000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q63455273
Großebersdorf, 2065, 3, 15, AT, 48.36405000, 16.47076000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q123416
Großharras, 2065, 3, 15, AT, 48.66389000, 16.24556000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q666188
Großhofen, 2065, 3, 15, AT, 48.25834000, 16.61940000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q666188
Großkirchheim, 2057, 2, 15, AT, 46.97270000, 12.89589000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q664412
Großklein, 2059, 6, 15, AT, 46.73611000, 15.44444000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q696181
Großkrut, 2065, 3, 15, AT, 48.64389000, 16.72361000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q666540
Großlobming, 2059, 6, 15, AT, 47.18333000, 14.80000000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q690970
Großmugl, 2065, 3, 15, AT, 48.49917000, 16.23056000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q686289
Großriedenthal, 2065, 3, 15, AT, 48.48333000, 15.86667000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q675286
Großrußbach, 2065, 3, 15, AT, 48.47412000, 16.41649000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q674992
Großsölk, 2059, 6, 15, AT, 47.41667000, 13.96667000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q674992
Großweikersdorf, 2065, 3, 15, AT, 48.47123000, 15.98251000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q674992
Grän, 2064, 7, 15, AT, 47.50000000, 10.55000000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q674992
Gröbming, 2059, 6, 15, AT, 47.44272000, 13.90122000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q700597
Grödig, 2061, 5, 15, AT, 47.73833000, 13.03730000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q257324
Grünau im Almtal, 2058, 4, 15, AT, 47.85493000, 13.95573000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q662096
Grünbach am Schneeberg, 2065, 3, 15, AT, 47.79747000, 15.98785000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q871501
Grünburg, 2058, 4, 15, AT, 47.97234000, 14.26472000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q668663
Gschnitz, 2064, 7, 15, AT, 47.04469000, 11.35089000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q668663
Gschwandt, 2058, 4, 15, AT, 47.93515000, 13.84569000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q668663
Gugging, 2065, 3, 15, AT, 48.31385000, 16.24852000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q1273009
Gumpoldskirchen, 2065, 3, 15, AT, 48.04538000, 16.27710000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q337827
Gundersdorf, 2059, 6, 15, AT, 46.95000000, 15.23333000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q688307
Gunskirchen, 2058, 4, 15, AT, 48.13333000, 13.95000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q688534
Guntersdorf, 2065, 3, 15, AT, 48.65000000, 16.05000000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q666310
Guntramsdorf, 2065, 3, 15, AT, 48.04687000, 16.31384000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q661877
Gurk, 2057, 2, 15, AT, 46.87389000, 14.29167000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q661877
Gutau, 2058, 4, 15, AT, 48.41724000, 14.61285000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q683136
Gutenbrunn, 2065, 3, 15, AT, 48.36520000, 15.11899000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q683136
Gutenstein, 2065, 3, 15, AT, 47.87600000, 15.88881000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q683136
Guttaring, 2057, 2, 15, AT, 46.88536000, 14.51071000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q669323
Gänserndorf, 2065, 3, 15, AT, 48.33925000, 16.72016000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q669323
Göfis, 2063, 8, 15, AT, 47.23356000, 9.63458000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q729377
Göllersdorf, 2065, 3, 15, AT, 48.49357000, 16.11943000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q729377
Göpfritz an der Wild, 2065, 3, 15, AT, 48.72497000, 15.40236000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q673743
Göss, 2059, 6, 15, AT, 47.35871000, 15.10015000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q673743
Gössenberg, 2059, 6, 15, AT, 47.41667000, 13.81667000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q569134
Gösting, 2059, 6, 15, AT, 47.09788000, 15.39777000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q1559684
Göstling an der Ybbs, 2065, 3, 15, AT, 47.80664000, 14.93797000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q1559684
Göttelsberg, 2059, 6, 15, AT, 47.21667000, 15.60000000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q1559684
Götzendorf an der Leitha, 2065, 3, 15, AT, 48.01667000, 16.58333000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q677412
Götzens, 2064, 7, 15, AT, 47.23606000, 11.31154000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q667639
Götzis, 2063, 8, 15, AT, 47.33306000, 9.63306000, 2019-10-05 23:58:24, 2020-05-01 18:52:35, 1, Q698573
Günselsdorf, 2065, 3, 15, AT, 47.94395000, 16.26062000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q700294
Güssing, 2062, 1, 15, AT, 47.05936000, 16.32431000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q279823
Güttenbach, 2062, 1, 15, AT, 47.15710000, 16.29230000, 2019-10-05 23:58:24, 2020-05-01 18:52:34, 1, Q661097
Haag, 2058, 4, 15, AT, 48.27063000, 14.26875000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q661097
Haag, 2065, 3, 15, AT, 48.11362000, 14.56753000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q255534
Haag am Hausruck, 2058, 4, 15, AT, 48.18423000, 13.64373000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q669595
Habach, 2061, 5, 15, AT, 47.81753000, 13.16252000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q669595
Hackerberg, 2062, 1, 15, AT, 47.20000000, 16.11667000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q669595
Hadersdorf am Kamp, 2065, 3, 15, AT, 48.45000000, 15.71667000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q669595
Hadres, 2065, 3, 15, AT, 48.70965000, 16.13038000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q670815
Hafendorf, 2059, 6, 15, AT, 47.45653000, 15.31837000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q670815
Hafnerbach, 2065, 3, 15, AT, 48.21667000, 15.48333000, 2019-10-05 23:58:24, 2019-10-05 23:58:24, 1, Q675054
Hagenberg im Mühlkreis, 2058, 4, 15, AT, 48.36788000, 14.51689000, 2019-10-05 23:58:25, 2020-05-01 18:52:35, 1, Q242020
Hagenbrunn, 2065, 3, 15, AT, 48.33333000, 16.40000000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q676376
Haibach im Mühlkreis, 2058, 4, 15, AT, 48.44429000, 14.34411000, 2019-10-05 23:58:25, 2020-05-01 18:52:35, 1, Q679208
Haid, 2058, 4, 15, AT, 48.20477000, 14.25107000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q679208
Haiden, 2058, 4, 15, AT, 47.71790000, 13.56906000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q679208
Haidershofen, 2065, 3, 15, AT, 48.07579000, 14.46131000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q673952
Haidl, 2058, 4, 15, AT, 48.17267000, 14.05297000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q673952
Haiming, 2064, 7, 15, AT, 47.25000000, 10.88333000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q673952
Hainburg an der Donau, 2065, 3, 15, AT, 48.14627000, 16.94504000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q752107
Hainersdorf, 2059, 6, 15, AT, 47.11506000, 15.94374000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q752107
Hainfeld, 2065, 3, 15, AT, 48.03390000, 15.77414000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q752107
Hainsdorf im Schwarzautal, 2059, 6, 15, AT, 46.83583000, 15.64139000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q752107
Hainzenberg, 2064, 7, 15, AT, 47.21788000, 11.90034000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q752107
Halbenrain, 2059, 6, 15, AT, 46.72194000, 15.94667000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q669529
Halbturn, 2062, 1, 15, AT, 47.87019000, 16.97542000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q662292
Hall bei Admont, 2059, 6, 15, AT, 47.58700000, 14.46372000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q662292
Hall in Tirol, 2064, 7, 15, AT, 47.28333000, 11.51667000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q302745
Hallein, 2061, 5, 15, AT, 47.68333000, 13.10000000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q255684
Hallwang, 2061, 5, 15, AT, 47.85000000, 13.08333000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q255684
Handenberg, 2058, 4, 15, AT, 48.13356000, 13.00751000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q668995
Hannersdorf, 2062, 1, 15, AT, 47.22895000, 16.38250000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q603093
Hard, 2063, 8, 15, AT, 47.48306000, 9.68306000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q603093
Hardegg, 2065, 3, 15, AT, 48.85000000, 15.85000000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q603093
Haringsee, 2065, 3, 15, AT, 48.19270000, 16.78741000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q603093
Harland, 2065, 3, 15, AT, 48.16162000, 15.63835000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q872391
Harmannsdorf, 2065, 3, 15, AT, 48.39724000, 16.37220000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q872391
Hart, 2058, 4, 15, AT, 48.26526000, 14.25691000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q872391
Hart, 2065, 3, 15, AT, 48.15320000, 15.61569000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q872391
Hart bei Graz, 2059, 6, 15, AT, 47.04311000, 15.51527000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q689675
Hart im Zillertal, 2064, 7, 15, AT, 47.35106000, 11.86476000, 2019-10-05 23:58:25, 2019-10-05 23:58:25, 1, Q689675
